ds,Product,City,yhat,yhat_lower,yhat_upper
2024-03-04,Nintendo Switch,Addis Ababa,-10.595973028035106,-10.5959731393829,-10.595972919637301
2024-03-05,Nintendo Switch,Addis Ababa,-53.63415627278755,-53.6341563905285,-53.63415615472691
2024-03-06,Nintendo Switch,Addis Ababa,-141.86242921765015,-141.8624293405255,-141.86242909270584
2024-03-07,Nintendo Switch,Addis Ababa,-52.037300557385365,-52.0373006893977,-52.03730042209809
2024-03-08,Nintendo Switch,Addis Ababa,-55.60806206149107,-55.60806219994528,-55.608061917667804
2024-03-09,Nintendo Switch,Addis Ababa,-154.81826844657843,-154.81826859899752,-154.8182682941586
2024-03-10,Nintendo Switch,Addis Ababa,-130.637405719524,-130.63740588197413,-130.63740556265788
2024-03-11,Nintendo Switch,Addis Ababa,-0.7140668380596704,-0.7140670086761806,-0.7140666679687531
2024-03-12,Nintendo Switch,Addis Ababa,-41.12940509537,-41.12940527856608,-41.129404916327424
2024-03-13,Nintendo Switch,Addis Ababa,-127.18117458056707,-127.18117477506154,-127.18117439016801
2024-03-14,Nintendo Switch,Addis Ababa,-35.68310045041457,-35.68310065572277,-35.6831002479867
2024-03-15,Nintendo Switch,Addis Ababa,-38.12824458798244,-38.12824479593982,-38.12824437100402
2024-03-16,Nintendo Switch,Addis Ababa,-136.7890900002078,-136.7890902189722,-136.7890897790982
2024-03-17,Nintendo Switch,Addis Ababa,-112.64822503679237,-112.64822526461944,-112.64822480583884
2024-03-18,Nintendo Switch,Addis Ababa,16.649022540557713,16.649022304441655,16.649022780150602
2024-03-19,Nintendo Switch,Addis Ababa,-24.958787032282387,-24.95878727722997,-24.958786790107588
2024-03-20,Nintendo Switch,Addis Ababa,-112.73363079934978,-112.73363105318003,-112.73363054662045
2024-03-21,Nintendo Switch,Addis Ababa,-23.438234961529087,-23.438235226387214,-23.43823470351494
2024-03-22,Nintendo Switch,Addis Ababa,-28.50071677205753,-28.500717052159654,-28.50071650213945
2024-03-23,Nintendo Switch,Addis Ababa,-130.11634494214746,-130.11634523866252,-130.11634466052377
2024-03-24,Nintendo Switch,Addis Ababa,-109.18025313239565,-109.18025344080874,-109.18025284316384
2024-03-25,Nintendo Switch,Addis Ababa,16.75760022947275,16.75759991346642,16.757600527646186
2024-03-26,Nintendo Switch,Addis Ababa,-28.263497519804027,-28.263497856977306,-28.263497216194
2024-03-27,Nintendo Switch,Addis Ababa,-119.40215455335338,-119.40215490114284,-119.40215424120561
2024-03-28,Nintendo Switch,Addis Ababa,-33.31788504798673,-33.317885413090934,-33.3178847253424
2024-03-29,Nintendo Switch,Addis Ababa,-41.338553554081464,-41.338553933946486,-41.3385532189055
2024-03-30,Nintendo Switch,Addis Ababa,-145.56486305011774,-145.56486344431485,-145.56486270798607
2024-03-31,Nintendo Switch,Addis Ababa,-126.80564493491802,-126.80564533697407,-126.80564457639805
2024-04-01,Nintendo Switch,Addis Ababa,-2.5351724907436335,-2.53517289908659,-2.535172124565141
2024-04-02,Nintendo Switch,Addis Ababa,-48.65115608346536,-48.651156514593,-48.65115570484677
2024-04-03,Nintendo Switch,Addis Ababa,-140.26360576196348,-140.26360620641293,-140.26360537224775
2024-04-04,Nintendo Switch,Addis Ababa,-53.99917229411526,-53.99917275549202,-53.999171892771784
2024-04-05,Nintendo Switch,Addis Ababa,-61.169496377673894,-61.169496841723465,-61.169495960073085
2024-04-06,Nintendo Switch,Addis Ababa,-163.87615325809188,-163.8761537325408,-163.87615283034447
2024-04-07,Nintendo Switch,Addis Ababa,-142.94594139345043,-142.94594187924784,-142.94594094723243
2024-04-08,Nintendo Switch,Addis Ababa,-15.887740184009852,-15.887740681327239,-15.887739721155032
2024-04-09,Nintendo Switch,Addis Ababa,-58.64961141815229,-58.64961193202174,-58.649610951315424
2024-04-10,Nintendo Switch,Addis Ababa,-146.40635878267722,-146.40635931293616,-146.40635829969534
2024-04-11,Nintendo Switch,Addis Ababa,-55.862196486723704,-55.86219703179121,-55.86219598892142
2024-04-12,Nintendo Switch,Addis Ababa,-58.41710679726052,-58.41710735301931,-58.4171062831032
2024-04-13,Nintendo Switch,Addis Ababa,-156.26953223197523,-156.26953281002417,-156.2695317035162
2024-04-14,Nintendo Switch,Addis Ababa,-130.34921621077282,-130.34921680411531,-130.34921567000563
2024-04-15,Nintendo Switch,Addis Ababa,1.7285130280875833,1.728512421042013,1.7285135859010896
2024-04-16,Nintendo Switch,Addis Ababa,-36.09173173444846,-36.09173235196909,-36.091731163073476
2024-04-17,Nintendo Switch,Addis Ababa,-119.09034810419871,-119.09034874297811,-119.09034751877428
2024-04-18,Nintendo Switch,Addis Ababa,-24.07289465664247,-24.07289531708347,-24.072894068467487
2024-04-19,Nintendo Switch,Addis Ababa,-22.534087461684184,-22.534088139323522,-22.534086853283334
2024-04-20,Nintendo Switch,Addis Ababa,-116.75834947864507,-116.75835017411522,-116.75834884835021
2024-04-21,Nintendo Switch,Addis Ababa,-87.7507802476614,-87.75078095943218,-87.75077960566861
2024-04-22,Nintendo Switch,Addis Ababa,46.8101146859008,46.81011395603951,46.81011534032988
2024-04-23,Nintendo Switch,Addis Ababa,10.819153219046154,10.819152472567211,10.819153897860312
2024-04-24,Nintendo Switch,Addis Ababa,-71.03964538477408,-71.03964615054322,-71.03964469198881
2024-04-25,Nintendo Switch,Addis Ababa,24.407232118817586,24.407231337130582,24.407232826151468
2024-04-26,Nintendo Switch,Addis Ababa,25.658853307430135,25.658852502135986,25.65885402640809
2024-04-27,Nintendo Switch,Addis Ababa,-69.5610275284423,-69.56102835264981,-69.5610268022073
2024-04-28,Nintendo Switch,Addis Ababa,-42.23561033009824,-42.23561116822855,-42.23560959230755
2024-04-29,Nintendo Switch,Addis Ababa,89.99122898185757,89.99122813028458,89.99122973279323
2024-04-30,Nintendo Switch,Addis Ababa,51.060395227140134,51.06039436400771,51.06039598865341
2024-05-01,Nintendo Switch,Addis Ababa,-34.28805339565425,-34.28805427438325,-34.288052617171076
2024-05-02,Nintendo Switch,Addis Ababa,57.18370286554916,57.18370197673816,57.18370364793131
2024-05-03,Nintendo Switch,Addis Ababa,54.04549911134403,54.0454981997015,54.04549990563957
2024-05-04,Nintendo Switch,Addis Ababa,-45.9035516588396,-45.90355259445865,-45.90355084641189
2024-05-05,Nintendo Switch,Addis Ababa,-23.568573982178787,-23.56857494253116,-23.56857315604113
2024-05-06,Nintendo Switch,Addis Ababa,103.48552569028513,103.4855247086845,103.48552653093869
2024-05-07,Nintendo Switch,Addis Ababa,59.277797532967064,59.27779654734916,59.27779841316462
2024-05-08,Nintendo Switch,Addis Ababa,-31.375945738928074,-31.37594674971983,-31.37594485336137
2024-05-09,Nintendo Switch,Addis Ababa,54.834104018415005,54.83410299021421,54.8341049180397
2024-01-15,Oculus Quest 2,Addis Ababa,3.9999727519377375,3.9999727479597245,3.999972755771558
2024-01-26,Oculus Quest 2,Addis Ababa,1.9999709626089892,1.999970958543521,1.999970966461624
2024-01-30,Oculus Quest 2,Addis Ababa,8.0000128160743,8.000012812287064,8.000012819996451
2024-02-05,Oculus Quest 2,Addis Ababa,3.0000419306994948,3.0000419267067495,3.0000419343508664
2024-02-06,Oculus Quest 2,Addis Ababa,21.270791838664664,21.27079183487821,21.270791842843245
2024-02-07,Oculus Quest 2,Addis Ababa,-7.422521910142958,-7.42252191478376,-7.422521905526099
2024-02-08,Oculus Quest 2,Addis Ababa,5.10476410466869,5.104764099426247,5.104764110341292
2024-02-09,Oculus Quest 2,Addis Ababa,24.392971656167823,24.392971649893887,24.3929716645897
2024-02-10,Oculus Quest 2,Addis Ababa,19.79821854703856,19.79821853836151,19.7982185604479
2024-02-11,Oculus Quest 2,Addis Ababa,20.912550071235003,20.912550056903044,20.912550090733323
2024-02-12,Oculus Quest 2,Addis Ababa,19.40953361393314,19.40953359363116,19.40953363926686
2024-02-13,Oculus Quest 2,Addis Ababa,36.91732528927027,36.91732526142054,36.91732532362557
2024-02-14,Oculus Quest 2,Addis Ababa,7.077001104331495,7.077001071361907,7.077001145715272
2024-02-15,Oculus Quest 2,Addis Ababa,18.088439086754065,18.088439045936948,18.088439137243306
2024-02-16,Oculus Quest 2,Addis Ababa,35.51688708057441,35.51688703141247,35.51688714032426
2024-02-17,Oculus Quest 2,Addis Ababa,28.752691502675134,28.752691444590585,28.75269156812283
2024-02-18,Oculus Quest 2,Addis Ababa,27.43075094243445,27.43075087488517,27.430751018994833
2024-02-19,Oculus Quest 2,Addis Ababa,23.275179603654568,23.27517953030602,23.27517969165536
2024-02-20,Oculus Quest 2,Addis Ababa,37.97121294499572,37.9712128648405,37.97121304317714
2024-02-21,Oculus Quest 2,Addis Ababa,5.222178637960457,5.222178551535254,5.222178744841882
2024-02-22,Oculus Quest 2,Addis Ababa,13.293856211352246,13.293856110075613,13.293856328950264
2024-02-23,Oculus Quest 2,Addis Ababa,27.819402245090963,27.819402133542294,27.819402375953867
2024-02-24,Oculus Quest 2,Addis Ababa,18.257362555334367,18.257362438001774,18.257362698357984
2024-02-25,Oculus Quest 2,Addis Ababa,14.309384012345149,14.309383882307472,14.309384166547993
2024-02-26,Oculus Quest 2,Addis Ababa,7.763160899150915,7.76316076124395,7.763161065894148
2024-02-27,Oculus Quest 2,Addis Ababa,20.36269771841303,20.36269756823683,20.362697896038906
2024-02-28,Oculus Quest 2,Addis Ababa,-14.136240756640596,-14.136240922609263,-14.136240565295164
2024-02-29,Oculus Quest 2,Addis Ababa,-7.4231244704057495,-7.423124653735923,-7.423124265693784
2024-03-01,Oculus Quest 2,Addis Ababa,6.171118400150322,6.171118200225224,6.1711186223320755
2024-03-02,Oculus Quest 2,Addis Ababa,-3.8687954429139992,-3.8687956516856206,-3.8687952058481607
2024-03-03,Oculus Quest 2,Addis Ababa,-7.825435312410093,-7.825435534357849,-7.825435059992732
2024-03-04,Oculus Quest 2,Addis Ababa,-13.906067644064102,-13.906067887150453,-13.90606737521757
2024-03-05,Oculus Quest 2,Addis Ababa,-0.372454982685408,-0.3724552425119469,-0.37245469745344856
2024-03-06,Oculus Quest 2,Addis Ababa,-33.48517042966039,-33.485170709741176,-33.485170125219646
2024-03-07,Oculus Quest 2,Addis Ababa,-24.96006711645675,-24.960067412249046,-24.960066799755804
2024-03-08,Oculus Quest 2,Addis Ababa,-9.163702182420515,-9.16370249684055,-9.163701846519684
2024-03-09,Oculus Quest 2,Addis Ababa,-16.65518436040815,-16.655184689166646,-16.65518400752713
2024-03-10,Oculus Quest 2,Addis Ababa,-17.76783759880834,-17.767837938812587,-17.76783723333762
2024-03-11,Oculus Quest 2,Addis Ababa,-20.76516533387882,-20.76516569283406,-20.765164949743454
2024-03-12,Oculus Quest 2,Addis Ababa,-3.9690669229246573,-3.9690673029045915,-3.9690665250288544
2024-03-13,Oculus Quest 2,Addis Ababa,-33.70248178229271,-33.702482179178205,-33.70248136226447
2024-03-14,Oculus Quest 2,Addis Ababa,-21.744151410228056,-21.74415182482833,-21.744150975725688
2024-03-15,Oculus Quest 2,Addis Ababa,-2.5223504850258003,-2.5223509188629123,-2.522350038233724
2024-03-16,Oculus Quest 2,Addis Ababa,-6.655107355058561,-6.655107810231206,-6.655106892833942
2024-03-17,Oculus Quest 2,Addis Ababa,-4.530355481071709,-4.530355963197021,-4.530355001051646
2024-03-18,Oculus Quest 2,Addis Ababa,-4.4605459564508365,-4.46054644856918,-4.460545463347951
2024-03-19,Oculus Quest 2,Addis Ababa,15.190286918400956,15.1902864019129,15.190287439342981
2024-03-20,Oculus Quest 2,Addis Ababa,-11.935202684141785,-11.935203219606686,-11.935202139030995
2024-03-21,Oculus Quest 2,Addis Ababa,2.3582199088705345,2.3582193473007687,2.3582204738006007
2024-03-22,Oculus Quest 2,Addis Ababa,23.62501259949108,23.625012025264276,23.625013180945306
2024-03-23,Oculus Quest 2,Addis Ababa,21.23872007114265,21.238719457909955,21.238720667408703
2024-03-24,Oculus Quest 2,Addis Ababa,24.81161626436371,24.811615627204862,24.811616881346257
2024-03-25,Oculus Quest 2,Addis Ababa,26.039604596186916,26.03960394376588,26.03960523688903
2024-03-26,Oculus Quest 2,Addis Ababa,46.574401925730506,46.57440125313293,46.57440258202148
2024-03-27,Oculus Quest 2,Addis Ababa,20.08082307847736,20.080822383285835,20.08082376481443
2024-03-28,Oculus Quest 2,Addis Ababa,34.78148324423892,34.78148252879488,34.78148395282125
2024-03-29,Oculus Quest 2,Addis Ababa,56.26208950893101,56.262088770506416,56.26209023434428
2024-03-30,Oculus Quest 2,Addis Ababa,53.929837969726776,53.92983720157961,53.92983871828231
2024-03-31,Oculus Quest 2,Addis Ababa,57.43152484409573,57.43152405829441,57.4315256269127
2024-04-01,Oculus Quest 2,Addis Ababa,58.496903103139886,58.496902297461226,58.49690391167634
2024-04-02,Oculus Quest 2,Addis Ababa,78.80936408245879,78.80936325473213,78.80936492102936
2024-04-03,Oculus Quest 2,Addis Ababa,52.06181335936661,52.06181250761663,52.061814227401
2024-04-04,Oculus Quest 2,Addis Ababa,66.50010802687684,66.500107151555,66.50010891906334
2024-04-05,Oculus Quest 2,Addis Ababa,87.72727215082915,87.72727125831169,87.72727307065249
2024-04-06,Oculus Quest 2,Addis Ababa,85.16104659009653,85.16104566368787,85.16104752838788
2024-04-07,Oculus Quest 2,Addis Ababa,88.451414179833,88.4514132278129,88.45141516593209
2024-04-08,Oculus Quest 2,Addis Ababa,89.32365612870939,89.32365515196877,89.32365714142149
2024-04-09,Oculus Quest 2,Addis Ababa,109.44903424199967,109.44903322335072,109.44903526958825
2024-04-10,Oculus Quest 2,Addis Ababa,82.50097365210831,82.50097261867788,82.50097470480874
2024-04-11,Oculus Quest 2,Addis Ababa,96.69910849775724,96.69910743024484,96.6991095728888
2024-04-12,Oculus Quest 2,Addis Ababa,117.61439257213894,117.61439146773975,117.61439366819009
2024-04-13,Oculus Quest 2,Addis Ababa,114.62780658898856,114.62780546116764,114.62780770745984
2024-04-14,Oculus Quest 2,Addis Ababa,117.34926939995387,117.34926824742264,117.3492705328044
2024-04-15,Oculus Quest 2,Addis Ababa,117.46226713064164,117.4622659573081,117.4622682803396
2024-04-16,Oculus Quest 2,Addis Ababa,136.5962459362471,136.5962447383645,136.59624711631184
2024-04-17,Oculus Quest 2,Addis Ababa,108.38458854780978,108.38458732192993,108.38458975131272
2024-04-18,Oculus Quest 2,Addis Ababa,121.01047855977819,121.01047731283167,121.0104797934223
2024-04-19,Oculus Quest 2,Addis Ababa,140.0137937827772,140.0137925150633,140.01379504467297
2024-04-20,Oculus Quest 2,Addis Ababa,134.75149927504364,134.75149798400804,134.75150056075873
2024-04-21,Oculus Quest 2,Addis Ababa,134.81808791698768,134.8180865987301,134.81808922917438
2024-04-22,Oculus Quest 2,Addis Ababa,131.89152649069874,131.89152513513017,131.8915278190024
2024-04-23,Oculus Quest 2,Addis Ababa,147.60670223730062,147.60670085118056,147.60670358960692
2024-04-24,Oculus Quest 2,Addis Ababa,115.61414629718844,115.61414489341273,115.61414767291132
2024-04-25,Oculus Quest 2,Addis Ababa,124.12630268759109,124.12630123966764,124.12630409114433
2024-04-26,Oculus Quest 2,Addis Ababa,138.72445857912405,138.72445709706858,138.724460006818
2024-04-27,Oculus Quest 2,Addis Ababa,128.81879165574207,128.81879013912913,128.81879311682823
2024-04-28,Oculus Quest 2,Addis Ababa,124.06807901417837,124.06807748570992,124.06808051305644
2024-04-29,Oculus Quest 2,Addis Ababa,116.22453393059565,116.2245323582042,116.22453545937668
2024-04-30,Oculus Quest 2,Addis Ababa,127.00578561323971,127.00578400212316,127.00578718068107
2024-05-01,Oculus Quest 2,Addis Ababa,90.15180992204127,90.1518082732597,90.15181150719448
2024-05-02,Oculus Quest 2,Addis Ababa,93.9691220198439,93.96912034789594,93.96912361759635
2024-05-03,Oculus Quest 2,Addis Ababa,104.13539872195463,104.13539702010918,104.13540035112959
2024-05-04,Oculus Quest 2,Addis Ababa,90.15704669442383,90.15704496580497,90.15704836068485
2024-05-05,Oculus Quest 2,Addis Ababa,81.78632806847779,81.78632631580243,81.7863297402017
2024-01-06,Puma Running Shoes,Addis Ababa,4.000055536930105,4.000055533881464,4.000055539683403
2024-01-25,Puma Running Shoes,Addis Ababa,1.0000121496814849,1.0000121467811256,1.0000121526693813
2024-01-27,Puma Running Shoes,Addis Ababa,9.000091361236404,9.000091358424488,9.000091364009121
2024-01-28,Puma Running Shoes,Addis Ababa,55.213200675391136,55.213200672370434,55.21320067854566
2024-01-29,Puma Running Shoes,Addis Ababa,-60.01238734719072,-60.012387350231975,-60.01238734390469
2024-01-30,Puma Running Shoes,Addis Ababa,68.32131799162234,68.32131798779994,68.3213179949316
2024-01-31,Puma Running Shoes,Addis Ababa,47.398591675623706,47.398591671758886,47.39859167895432
2024-02-01,Puma Running Shoes,Addis Ababa,48.659542461813544,48.65954245737278,48.659542465845576
2024-02-02,Puma Running Shoes,Addis Ababa,40.4575375184416,40.45753751345568,40.457537523066485
2024-02-03,Puma Running Shoes,Addis Ababa,61.53395800248896,61.53395799590113,61.533958008582374
2024-02-04,Puma Running Shoes,Addis Ababa,108.53930166418746,108.53930165496568,108.53930167106277
2024-02-05,Puma Running Shoes,Addis Ababa,-7.105711608677851,-7.105711623189987,-7.1057115985584565
2024-02-06,Puma Running Shoes,Addis Ababa,119.5503336543737,119.55033363530555,119.5503336675999
2024-02-07,Puma Running Shoes,Addis Ababa,95.68002197534882,95.68002195080958,95.68002199183064
2024-02-08,Puma Running Shoes,Addis Ababa,92.7481352751507,92.74813524483895,92.74813529507196
2024-02-09,Puma Running Shoes,Addis Ababa,79.16951400164874,79.16951396409347,79.1695140244316
2024-02-10,Puma Running Shoes,Addis Ababa,93.78317104860258,93.78317100325592,93.78317107732454
2024-02-11,Puma Running Shoes,Addis Ababa,133.37167054686532,133.3716704963633,133.37167057964655
2024-02-12,Puma Running Shoes,Addis Ababa,9.519455834338878,9.519455778170057,9.519455871603663
2024-02-13,Puma Running Shoes,Addis Ababa,127.36955193110515,127.36955186877871,127.3695519748154
2024-02-14,Puma Running Shoes,Addis Ababa,94.3093656770283,94.30936560670891,94.30936572333864
2024-02-15,Puma Running Shoes,Addis Ababa,82.0362577677529,82.03625769310159,82.0362578229428
2024-02-16,Puma Running Shoes,Addis Ababa,59.20930916156965,59.20930907751651,59.20930922209953
2024-02-17,Puma Running Shoes,Addis Ababa,64.9168676778159,64.91686758877587,64.91686774589536
2024-02-18,Puma Running Shoes,Addis Ababa,96.18906925081231,96.18906915205262,96.18906932380445
2024-02-19,Puma Running Shoes,Addis Ababa,-35.15078806168829,-35.15078816984271,-35.15078798013472
2024-02-20,Puma Running Shoes,Addis Ababa,76.26360759763091,76.26360748056692,76.26360768599287
2024-02-21,Puma Running Shoes,Addis Ababa,38.02083396081693,38.020833833455825,38.02083405520531
2024-02-22,Puma Running Shoes,Addis Ababa,21.991255001344996,21.991254867238954,21.991255100318426
2024-02-23,Puma Running Shoes,Addis Ababa,-3.0265859577429524,-3.0265861027081917,-3.0265858513444215
2024-02-24,Puma Running Shoes,Addis Ababa,2.1570502158060947,2.1570500632486906,2.1570503279698574
2024-02-25,Puma Running Shoes,Addis Ababa,34.632075309153365,34.632075146887374,34.632075429369046
2024-02-26,Puma Running Shoes,Addis Ababa,-93.76249500492355,-93.76249517267753,-93.76249487760509
2024-02-27,Puma Running Shoes,Addis Ababa,22.310054926972697,22.310054753819383,22.310055062285105
2024-02-28,Puma Running Shoes,Addis Ababa,-9.636623227190256,-9.63662341030379,-9.636623081237278
2024-02-29,Puma Running Shoes,Addis Ababa,-17.851180630281206,-17.851180821972008,-17.851180477807063
2024-03-01,Puma Running Shoes,Addis Ababa,-33.69569922816143,-33.69569943045323,-33.69569906547492
2024-03-02,Puma Running Shoes,Addis Ababa,-18.179012659074246,-18.17901286769322,-18.179012485920204
2024-03-03,Puma Running Shoes,Addis Ababa,25.55702791528949,25.55702769605747,25.55702809242944
2024-03-04,Puma Running Shoes,Addis Ababa,-90.90778426100903,-90.9077844964864,-90.9077840748951
2024-03-05,Puma Running Shoes,Addis Ababa,37.48313823278136,37.48313798876395,37.483138426299874
2024-03-06,Puma Running Shoes,Addis Ababa,17.949614285678763,17.949614031524344,17.949614488201448
2024-03-07,Puma Running Shoes,Addis Ababa,21.94310871430927,21.94310845090472,21.9431089251287
2024-03-08,Puma Running Shoes,Addis Ababa,17.803499483228038,17.80349920806256,17.80349970362945
2024-03-09,Puma Running Shoes,Addis Ababa,44.233674942571916,44.23367465740682,44.233675171452035
2024-03-10,Puma Running Shoes,Addis Ababa,97.82098779605155,97.82098750242352,97.82098803361613
2024-03-11,Puma Running Shoes,Addis Ababa,-10.100778922144585,-10.10077922705019,-10.100778673035235
2024-03-12,Puma Running Shoes,Addis Ababa,125.31041903403235,125.31041872211931,125.31041928549537
2024-03-13,Puma Running Shoes,Addis Ababa,111.09719169120486,111.09719136825817,111.0971919554307
2024-03-14,Puma Running Shoes,Addis Ababa,118.57601373303406,118.57601339880354,118.57601401078583
2024-03-15,Puma Running Shoes,Addis Ababa,115.9977511466177,115.99775080382041,115.99775143267637
2024-03-16,Puma Running Shoes,Addis Ababa,142.024781931927,142.02478158121565,142.02478222625925
2024-03-17,Puma Running Shoes,Addis Ababa,193.25366114094945,193.25366077714605,193.25366144349636
2024-03-18,Puma Running Shoes,Addis Ababa,81.07694601225984,81.07694563830388,81.07694632071599
2024-03-19,Puma Running Shoes,Addis Ababa,210.44353284920732,210.44353246319255,210.44353316736084
2024-03-20,Puma Running Shoes,Addis Ababa,188.5481516430113,188.54815124531493,188.54815196593495
2024-03-21,Puma Running Shoes,Addis Ababa,186.9006138948299,186.90061348252647,186.90061422969762
2024-03-22,Puma Running Shoes,Addis Ababa,173.98115751609404,173.9811570945346,173.98115785182108
2024-03-23,Puma Running Shoes,Addis Ababa,188.7113981038051,188.7113976692895,188.71139844635363
2024-03-24,Puma Running Shoes,Addis Ababa,227.9700084092628,227.97000796019324,227.970008762583
2024-03-25,Puma Running Shoes,Addis Ababa,103.44693706337186,103.44693659880993,103.44693742526854
2024-03-26,Puma Running Shoes,Addis Ababa,220.39573164922183,220.39573117493399,220.39573202821137
2024-03-27,Puma Running Shoes,Addis Ababa,186.31483763854374,186.3148371442483,186.3148380238742
2024-03-28,Puma Running Shoes,Addis Ababa,173.0086997175936,173.0086992118648,173.00870011867227
2024-03-29,Puma Running Shoes,Addis Ababa,149.23523935828067,149.2352388352808,149.23523976653516
2024-03-30,Puma Running Shoes,Addis Ababa,154.16944013242724,154.1694396007296,154.16944055283017
2024-03-31,Puma Running Shoes,Addis Ababa,184.91237057904766,184.9123700346065,184.9123710067316
2024-04-01,Puma Running Shoes,Addis Ababa,53.33964335430561,53.33964279521984,53.33964378703835
2024-04-02,Puma Running Shoes,Addis Ababa,164.84903766028978,164.84903709411813,164.8490381040916
2024-04-03,Puma Running Shoes,Addis Ababa,127.03828781138759,127.03828723310878,127.03828826499101
2024-04-04,Puma Running Shoes,Addis Ababa,111.76396137837679,111.76396079560662,111.76396184548081
2024-04-05,Puma Running Shoes,Addis Ababa,87.7880603899275,87.78805980074259,87.78806087161453
2024-04-06,Puma Running Shoes,Addis Ababa,94.24209759481296,94.24209699240318,94.24209808757539
2024-04-07,Puma Running Shoes,Addis Ababa,128.1379583465661,128.1379577265903,128.13795884698519
2024-04-08,Puma Running Shoes,Addis Ababa,1.2194883551037776,1.2194877199780576,1.2194888640875763
2024-04-09,Puma Running Shoes,Addis Ababa,118.71443822075135,118.71443757445392,118.71443875121555
2024-04-10,Puma Running Shoes,Addis Ababa,88.01763673730927,88.017636081585,88.01763728523609
2024-04-11,Puma Running Shoes,Addis Ababa,80.75615452332326,80.75615386111808,80.7561550863724
2024-04-12,Puma Running Shoes,Addis Ababa,65.44290331958074,65.4429026427698,65.44290390166333
2024-04-13,Puma Running Shoes,Addis Ababa,80.94821405712473,80.94821335749312,80.94821465328222
2024-04-14,Puma Running Shoes,Addis Ababa,124.01848075846624,124.01848005032544,124.0184813607948
2024-04-15,Puma Running Shoes,Addis Ababa,6.135579000003162,6.13557827764529,6.13557961749278
2024-04-16,Puma Running Shoes,Addis Ababa,132.2764571719487,132.2764564342495,132.27645779879927
2024-04-17,Puma Running Shoes,Addis Ababa,109.60354557372548,109.60354482040223,109.60354621479249
2024-04-18,Puma Running Shoes,Addis Ababa,109.53653044537583,109.53652967907009,109.53653110304803
2024-04-19,Puma Running Shoes,Addis Ababa,100.41174269318023,100.41174191840801,100.41174336331088
2024-04-20,Puma Running Shoes,Addis Ababa,120.95853358366034,120.95853279129352,120.9585342728045
2024-04-21,Puma Running Shoes,Addis Ababa,167.82158351433415,167.82158270179738,167.82158421991355
2024-04-22,Puma Running Shoes,Addis Ababa,52.42274578858826,52.4227449756966,52.42274651124952
2024-04-23,Puma Running Shoes,Addis Ababa,179.72175425305696,179.72175342587857,179.7217549910241
2024-04-24,Puma Running Shoes,Addis Ababa,156.90641002361932,156.90640917914683,156.9064107762852
2024-04-25,Puma Running Shoes,Addis Ababa,155.46280517571736,155.4628043125221,155.46280594275066
2024-04-26,Puma Running Shoes,Addis Ababa,143.83188426625264,143.83188338691778,143.8318850452732
2024-01-09,Samsung Galaxy S23,Addis Ababa,1.0,0.9999999987608622,1.0000000013179187
2024-02-01,Samsung Galaxy S23,Addis Ababa,1.0,0.9999999987275924,1.0000000012119807
2024-02-02,Samsung Galaxy S23,Addis Ababa,1.0,0.9999999987164492,1.0000000012594628
2024-02-03,Samsung Galaxy S23,Addis Ababa,1.0,0.9999999987621286,1.000000001269712
2024-02-04,Samsung Galaxy S23,Addis Ababa,1.0,0.9999999986890369,1.0000000013636634
2024-02-05,Samsung Galaxy S23,Addis Ababa,1.0,0.9999999986368642,1.0000000013562367
2024-02-06,Samsung Galaxy S23,Addis Ababa,1.0,0.9999999986478237,1.0000000013681662
2024-02-07,Samsung Galaxy S23,Addis Ababa,1.0,0.9999999985495948,1.0000000013957142
2024-02-08,Samsung Galaxy S23,Addis Ababa,1.0,0.9999999985939491,1.000000001549154
2024-02-09,Samsung Galaxy S23,Addis Ababa,1.0,0.9999999982522114,1.0000000016412571
2024-02-10,Samsung Galaxy S23,Addis Ababa,1.0,0.9999999982982871,1.0000000017962005
2024-02-11,Samsung Galaxy S23,Addis Ababa,1.0,0.999999998061136,1.0000000019112443
2024-02-12,Samsung Galaxy S23,Addis Ababa,1.0,0.999999997893291,1.000000002013681
2024-02-13,Samsung Galaxy S23,Addis Ababa,1.0,0.9999999973733513,1.0000000023076616
2024-02-14,Samsung Galaxy S23,Addis Ababa,1.0,0.9999999972418866,1.0000000027137474
2024-02-15,Samsung Galaxy S23,Addis Ababa,1.0,0.999999996787925,1.0000000029741711
2024-02-16,Samsung Galaxy S23,Addis Ababa,1.0,0.9999999964153872,1.0000000036388135
2024-02-17,Samsung Galaxy S23,Addis Ababa,1.0,0.9999999956974476,1.0000000033547258
2024-02-18,Samsung Galaxy S23,Addis Ababa,1.0,0.9999999953620625,1.0000000041096648
2024-02-19,Samsung Galaxy S23,Addis Ababa,1.0,0.9999999944489701,1.0000000047771431
2024-02-20,Samsung Galaxy S23,Addis Ababa,1.0,0.9999999942611255,1.0000000051830575
2024-02-21,Samsung Galaxy S23,Addis Ababa,1.0,0.9999999939454082,1.0000000055794693
2024-02-22,Samsung Galaxy S23,Addis Ababa,1.0,0.9999999930241238,1.000000006066996
2024-02-23,Samsung Galaxy S23,Addis Ababa,1.0,0.9999999926247399,1.0000000070100525
2024-02-24,Samsung Galaxy S23,Addis Ababa,1.0,0.9999999920120859,1.000000007406106
2024-02-25,Samsung Galaxy S23,Addis Ababa,1.0,0.9999999913007024,1.000000008182187
